CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,timestamp
7e5995941afd64e50c4dec1efad163e035969829bcde8a930e20a0094afe255d6c0c0db72dc7a28ab6151f08fb740050053a1a42522f168ced7f4f26bcbfc9cf,,01/11/2025 12:33:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",01/11/2025 01:37:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,4763,N,WESTERN AVE,1911.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,7,1,41.968523844,-87.688757515,POINT (-87.688757515471 41.968523844211),2025-01-11 12:33:00
5e0bb62265e7ae7b9a129ae0c7f78c713a34589f69dfc4cf3dff927a46c3fcc773bc3208e9fcd42fb4c587f2c02e096454abfd9cf9a34bd33b8ffb2c2c2b9dd6,,01/11/2025 12:31:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT ON GRADE,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,01/11/2025 12:32:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,4199,S,ARCHER AVE,921.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,7,1,41.817006617,-87.699259836,POINT (-87.699259836482 41.817006617075),2025-01-11 12:31:00
07454104e3d81b5bb1eef58823225b182dfb3003ce3899ed1bfe2fbb6c595d96713135a199ed572dd9abcc7e1cd0b3fcb150d1016b0809925eb01ad055b4ded4,,01/11/2025 12:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/11/2025 01:15:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,6632,W,ARCHER AVE,811.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,7,1,41.792335462,-87.787975789,POINT (-87.787975788513 41.792335462283),2025-01-11 12:30:00
16b010a1c84e06aedcb468108b36df178c5f1e268daed5ff442d8a70fe3c68f3fe4435463bffa88ce0751311b634d94c050cbded6fc89157bd0665a0c9bc0d55,,01/11/2025 12:30:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",01/11/2025 01:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2841,N,LARAMIE AVE,2521.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,7,1,41.932657586,-87.756319932,POINT (-87.756319932357 41.932657586159),2025-01-11 12:30:00
e28888d48d7d6c2da74d64c08860975b3b22a1c3583b396102df4364e6dbab2597b133ade96277475c95e9ebef5d726d7a913245bca1a77da3d88839e9eed729,,01/11/2025 12:24:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/11/2025 12:25:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,700,W,TAYLOR ST,124.0,,,,,,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,1.0,0.0,12,7,1,41.869805222,-87.643776302,POINT (-87.643776301838 41.869805222061),2025-01-11 12:24:00
2f0ddf809a4f9b0171df48df18f9f8aace80bd8b2e65e7b2fe7dad0b25152c870435787ee3f0af32ef637912a7af70767c4bc9ddf178fc3cf502c49af522e4ce,,01/11/2025 12:20:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,OTHER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/11/2025 01:21:00 PM,NOT APPLICABLE,NOT APPLICABLE,7150,W,54TH ST,811.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,7,1,41.794064543,-87.801090772,POINT (-87.801090772082 41.794064542872),2025-01-11 12:20:00
20ebf9e1f26773b7eec1f76dc8b7e4e4cfd1c8e46c9fda7bab63b018d09b3e15c029fd641a4c65f20c3a169fd63703a1f737b8c74aeeb2852f586f2bc8c7bb79,,01/11/2025 12:15:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",01/11/2025 04:30:00 PM,IMPROPER BACKING,FAILING TO YIELD RIGHT-OF-WAY,2851,S,DR MARTIN LUTHER KING JR DR,133.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,7,1,41.842136926,-87.61705822,POINT (-87.617058219784 41.842136926199),2025-01-11 12:15:00
5228213bdd7920fc91796c6cca90fc108f8b82eaed62af4645f92fa7203dcf7c4462dd4d058a76feda89c721ec0668cf94c52a68f5ee3e00267ff2b349aedeeb,,01/11/2025 12:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/11/2025 12:26:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9845,S,WESTERN AVE,2213.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,7,1,41.714154939,-87.681707713,POINT (-87.681707713046 41.714154939254),2025-01-11 12:15:00
2613aa8dc6b8e4afbcf18ada8cecfba2c1cc802873bf698cc70505094fa366dd5d395893212c95e5878a3ac02ab963590ad6325616b7110997f90ac2724c946b,,01/11/2025 12:10:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/11/2025 12:22:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3058,S,TRUMBULL AVE,1032.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,7,1,41.837213488,-87.711077358,POINT (-87.711077358337 41.837213487755),2025-01-11 12:10:00
12096c87df948134a21962600017820f04112db53112424c9617082c5a37ce33ec47fa21d95e74ef4f7690ec287d78d371712edfbd2a11ed9da6312dcd27b54a,,01/11/2025 12:05:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,,"CURVE, LEVEL",DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/11/2025 12:06:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1000,N,LAKE SHORE DR SB,1824.0,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,7,1,41.900958919,-87.619928174,POINT (-87.619928173678 41.900958919109),2025-01-11 12:05:00
19c39959106ed4ba783f117d32e71839a713e675db7b08f57cb7ec32327864378db6f17d77780e1730d90582565c098169aa9b5bc317bece9a03d08cacd5b9fc,,01/11/2025 12:05:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",01/11/2025 12:20:00 PM,PHYSICAL CONDITION OF DRIVER,UNABLE TO DETERMINE,2743,N,ASHLAND AVE,1932.0,,,,,,,3,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,4.0,0.0,12,7,1,41.931883839,-87.668227411,POINT (-87.668227411097 41.93188383889),2025-01-11 12:05:00
af605aa48efd1e766805cf45a1f7878cc6cdec000aef0aecfdea99c54f214b9f5fa48c21b24f8b38a52e31952129a67b57d5826dc27655ead5b6383c7f99437c,,01/11/2025 12:03:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,"$501 - $1,500",01/11/2025 12:30:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1074,W,ROOSEVELT RD,1232.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,7,1,41.867150727,-87.653965181,POINT (-87.653965180987 41.867150727047),2025-01-11 12:03:00
8dea11f91656c6287f86e0894b25a292fab296c7a74b62eeafb694ab98821d6f32950eec1e599f824142fe3793b38475c7b32731cbb178e954c633a665122858,,01/11/2025 12:01:00 PM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",01/11/2025 01:30:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,3500,S,COTTAGE GROVE AVE,212.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,7,1,41.83105184,-87.610739064,POINT (-87.61073906376 41.831051840212),2025-01-11 12:01:00
2d0141cb165d502a374eccbacbd05aa522402bfae3777cd641e1db98767081c8c172bbce24971fed276ab94613e2399527275707211a2362749790d07c94519a,,01/11/2025 12:00:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/11/2025 01:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4000,W,CULLOM AVE,1722.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,7,1,41.959233068,-87.727857269,POINT (-87.727857268834 41.959233068209),2025-01-11 12:00:00
556ed55146a4f580045150847ff7f6874275c94e83d4c1a6cf116c48509d5da3cd4f58d519bcfc5688d1e1db73c14099618ac51fda9e551356838586a5d392e7,,01/11/2025 12:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,ICE,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/12/2025 09:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,410,W,WASHINGTON ST,121.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,7,1,41.88329436,-87.63848242,POINT (-87.638482420033 41.88329435973),2025-01-11 12:00:00
8a0a4c3dd3a07d1849d4b0bd624d1fee531c9590e6f17834783e8c7c8a12e7baa60c628056af1ec569b19f73045349c5c821e845afe9006e909484f2e6589fe3,,01/11/2025 12:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",01/11/2025 01:34:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,935,E,79TH ST,624.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,7,1,41.751217934,-87.60140141,POINT (-87.601401410211 41.751217933946),2025-01-11 12:00:00
ae69db0623c25a5a8db89edabcd5abe48b3c17b86572dcbf397c45b616253185489eb2b00f0b9e8663b14536a864e105b8ec61b133103faa9c961ee9da5317f6,,01/11/2025 12:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/11/2025 12:45:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,10620,S,KEDZIE AVE,2211.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12,7,1,41.700013523,-87.701270389,POINT (-87.70127038861 41.700013523417),2025-01-11 12:00:00
d39d488395938ccf5d47bfd20d5ff6e02b93055765c0aa5a1ae6cfa662f7c8af8798af69218a69d11989c2664334025ca17e65a27545499a591c1bee362f3952,,01/11/2025 12:00:00 PM,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/11/2025 01:59:00 PM,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,20,N,WACKER DR,122.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,7,1,41.882410906,-87.63717471,POINT (-87.637174710464 41.882410906485),2025-01-11 12:00:00
7d0e1d43e297603fa859e29596bb1cbcd3432c18f648c7c4876ca21589dff7c855564d343ebaf5195fcbd0d9aec8e02954c85b55dd82cf897de9301d8f8f41b2,,01/11/2025 11:56:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",01/11/2025 11:57:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,11100,S,COTTAGE GROVE AVE,531.0,,,,,,,1,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11,7,1,41.692742149,-87.610015536,POINT (-87.610015536068 41.692742148657),2025-01-11 11:56:00
d168036ad20fc47948bd009ee3f16b938bd3ddc2b6fc27c7bbf8a92ac7ecbd2acbf377a2030972e29f5c60e35b6fa4b1a6395c67fe2d7f239ced080bb2183d96,,01/11/2025 11:56:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",01/11/2025 11:56:00 AM,IMPROPER TURNING/NO SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,5622,W,ROOSEVELT RD,1513.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,7,1,41.865691262,-87.765304384,POINT (-87.765304384028 41.865691261685),2025-01-11 11:56:00
067149edaf8240e78afb3330d579f18bb053484289fcd296f0945c3e2aeec2fe500e23c8e6800e20b4ecaecc802230fb4226bd61a99071f63558cb141fec970d,,01/11/2025 11:50:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,01/11/2025 12:09:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,450,W,18TH ST,1235.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,7,1,41.857776141,-87.638880373,POINT (-87.638880373314 41.857776140565),2025-01-11 11:50:00
577844361c152123a99548830311a3baa78fda20550ab914a643c9004dc066d3749a51d9ea8dab157933d8fc06826ff5f2fb61db6f9ea5c4bc78af87e6886be0,,01/11/2025 11:50:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,WET,WORN SURFACE,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",01/11/2025 12:25:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,7099,S,LAFAYETTE AVE,731.0,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,11,7,1,41.76549625,-87.626403512,POINT (-87.626403512086 41.765496250452),2025-01-11 11:50:00
69ae56dc2ea1a5f65d5aa2a8f9feaa42f68cf4cc762210cd5f7121aed0f43bc6134768ae9b5283e6f675f9746e2c3595069bcd098a1aa06f7eff1bd89a287ee5,,01/11/2025 11:47:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/11/2025 11:48:00 AM,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,800,W,HUBBARD ST,1214.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11,7,1,41.890194883,-87.647668699,POINT (-87.647668699131 41.890194882661),2025-01-11 11:47:00
3b696a90e53bd23325876c0018f38bde26623a3c4695b8a8f15b882ed928d1aad82053ea3f32acc50395a609721e52041c4d2c1fdde57ace3f4daefeeffa34ce,,01/11/2025 11:45:00 AM,20,UNKNOWN,UNKNOWN,SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,ICE,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/11/2025 12:45:00 PM,WEATHER,NOT APPLICABLE,5965,W,RACE AVE,1512.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,7,1,41.889910778,-87.774678744,POINT (-87.774678744303 41.889910778477),2025-01-11 11:45:00
afa5a740121e570cd6647eb0a383659bc8b56d3b32eb3c84fa23c396c2db66ee9095aa58de279d6cce635b04a7e3a8b5d8670c2efd1ee91f74f6852208f40e72,,01/11/2025 11:35:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/11/2025 01:10:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,7201,S,JEFFERY BLVD,333.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,7,1,41.764287679,-87.576113486,POINT (-87.576113486367 41.764287679227),2025-01-11 11:35:00
0ed350039b77a2547bf154648078b8ffbee523fdd6c1a68ce949bc6175fc4b037a6c62cbda182625efac8c135593b5c26518cd68763954c7f960a6a26899825f,,01/11/2025 11:30:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/11/2025 12:12:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2000,E,72ND ST,333.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,7,1,41.76444247,-87.576136179,POINT (-87.576136178577 41.764442470168),2025-01-11 11:30:00
32c7d56dea036615a06b72472a34e787f5e2ea6a83a23bec92cd7a1a357f93f998a023eca19f64c2b10c2657c494e4a09c000deccaa264eaa1d6aa82820626e1,,01/11/2025 11:30:00 AM,25,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/11/2025 12:15:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1242,N,ASHLAND AVE,1433.0,,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,7,1,41.904458501,-87.667672215,POINT (-87.667672214736 41.904458501001),2025-01-11 11:30:00
966c7aa9f71a27852c226a4ec3183d446bff5418e0d91c5f89ac40968245e41f9490f1766eba7feb6be84ad54ea5ec53d6d781a20ed55cb32bfcae28157eb107,,01/11/2025 11:30:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/11/2025 11:35:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6700,S,ASHLAND AVE,725.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,7,1,41.772098233,-87.664164618,POINT (-87.664164617596 41.77209823278),2025-01-11 11:30:00
3f74b6f33f97f293404927291c99b06e421c69930e9b0d112ef5c009630a3d08127d71bc6d81ad3a2e9d7bfa69543dadb814f4f195367d58d68f53aae73a9541,,01/11/2025 11:26:00 AM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/11/2025 11:34:00 AM,DISTRACTION - FROM OUTSIDE VEHICLE,NOT APPLICABLE,804,N,CICERO AVE,1531.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11,7,1,41.895191113,-87.745959803,POINT (-87.745959803092 41.895191112991),2025-01-11 11:26:00
27c4eced986d93c81be31d92e99b852baefed50f4ad70c3f681f515b186ce1d27b05afd08861d074589d990caec8fc779e2861a87e749b4435e530d823ca3f1f,,01/11/2025 11:25:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",01/11/2025 01:30:00 PM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,12156,S,HALSTED ST,524.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,7,1,41.6724431,-87.641875191,POINT (-87.641875190889 41.67244310041),2025-01-11 11:25:00
89f5e3588ffc9a2c84344f1616cf6ce58acc6cc8d86ebc6d10500252f5c05c3e93c6e53ff4332886d3828e21fb5b91bece735985f2791c9ea72c1dfe2b6315cc,,01/11/2025 11:21:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/11/2025 11:22:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6300,S,ASHLAND AVE,725.0,,,,,,,5,NONINCAPACITATING INJURY,7.0,0.0,0.0,7.0,0.0,3.0,0.0,11,7,1,41.77937222,-87.664365347,POINT (-87.664365347416 41.779372220485),2025-01-11 11:21:00
264d19ac9c505c251fdef6c0f72d8d9470d33cb17d6fb04fc2d4b2896165f6b3b6bbe57eed429d1895957e616b5e2dfdd93ef4a0441206761a6dafac48bf9cdd,,01/11/2025 11:20:00 AM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,PARKING LOT,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,01/11/2025 11:20:00 AM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",FAILING TO REDUCE SPEED TO AVOID CRASH,4644,W,DIVERSEY AVE,2521.0,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11,7,1,41.931680444,-87.74372188,POINT (-87.743721880402 41.931680444487),2025-01-11 11:20:00
